"REF_DATE","GEO","DGUID","Class of electricity producer","Type of electricity generation","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2010-05","Canada","2016A000011124","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174616","1.1.8","286286","","","","0"
"2010-06","Canada","2016A000011124","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174616","1.1.8","236208","","","","0"
"2010-07","Canada","2016A000011124","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174616","1.1.8","235363","","","","0"
"2010-08","Canada","2016A000011124","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174616","1.1.8","217991","","","","0"
"2010-09","Canada","2016A000011124","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174616","1.1.8","341220","","","","0"
"2010-10","Canada","2016A000011124","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174616","1.1.8","434504","","","","0"
"2010-11","Canada","2016A000011124","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174616","1.1.8","431606","","","","0"
"2010-12","Canada","2016A000011124","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174616","1.1.8","430826","","","","0"
"2011-01","Canada","2016A000011124","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174616","1.1.8","575053","","","","0"
"2011-02","Canada","2016A000011124","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174616","1.1.8","684753","","","","0"
"2011-03","Canada","2016A000011124","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174616","1.1.8","627909","","","","0"
"2011-04","Canada","2016A000011124","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174616","1.1.8","704092","","","","0"
"2011-05","Canada","2016A000011124","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174616","1.1.8","574908","","","","0"
"2011-06","Canada","2016A000011124","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174616","1.1.8","466830","","","","0"
"2011-07","Canada","2016A000011124","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174616","1.1.8","412200","","","","0"
"2011-08","Canada","2016A000011124","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174616","1.1.8","386868","","","","0"
"2011-09","Canada","2016A000011124","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174616","1.1.8","537522","","","","0"
"2011-10","Canada","2016A000011124","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174616","1.1.8","709706","","","","0"
"2011-11","Canada","2016A000011124","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174616","1.1.8","952224","","","","0"
"2011-12","Canada","2016A000011124","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174616","1.1.8","931201","","","","0"
"2012-01","Canada","2016A000011124","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174616","1.1.8","1020219","","","","0"
"2012-02","Canada","2016A000011124","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174616","1.1.8","768296","","","","0"
"2012-03","Canada","2016A000011124","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174616","1.1.8","920679","","","","0"
"2012-04","Canada","2016A000011124","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174616","1.1.8","775646","","","","0"
"2012-05","Canada","2016A000011124","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174616","1.1.8","638594","","","","0"
"2012-06","Canada","2016A000011124","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174616","1.1.8","588624","","","","0"
"2012-07","Canada","2016A000011124","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174616","1.1.8","396865","","","","0"
"2012-08","Canada","2016A000011124","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174616","1.1.8","446778","","","","0"
"2012-09","Canada","2016A000011124","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174616","1.1.8","599740","","","","0"
"2012-10","Canada","2016A000011124","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174616","1.1.8","918522","","","","0"
"2012-11","Canada","2016A000011124","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174616","1.1.8","798311","","","","0"
"2012-12","Canada","2016A000011124","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174616","1.1.8","872433","","","","0"
"2013-01","Canada","2016A000011124","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174616","1.1.8","1105247","","","","0"
"2013-02","Canada","2016A000011124","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174616","1.1.8","850864","","","","0"
"2013-03","Canada","2016A000011124","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174616","1.1.8","755179","","","","0"
"2013-04","Canada","2016A000011124","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174616","1.1.8","888747","","","","0"
"2013-05","Canada","2016A000011124","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174616","1.1.8","730997","","","","0"
"2013-06","Canada","2016A000011124","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174616","1.1.8","503819","","","","0"
"2013-07","Canada","2016A000011124","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174616","1.1.8","444619","","","","0"
"2013-08","Canada","2016A000011124","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174616","1.1.8","412276","","","","0"
"2013-09","Canada","2016A000011124","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174616","1.1.8","620306","","","","0"
"2013-10","Canada","2016A000011124","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174616","1.1.8","756331","","","","0"
"2013-11","Canada","2016A000011124","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174616","1.1.8","1053795","","","","0"
"2013-12","Canada","2016A000011124","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174616","1.1.8","901854","","","","0"
"2014-01","Canada","2016A000011124","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174616","1.1.8","1132023","","r","","0"
"2014-02","Canada","2016A000011124","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174616","1.1.8","763151","","r","","0"
"2014-03","Canada","2016A000011124","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174616","1.1.8","878909","","r","","0"
"2014-04","Canada","2016A000011124","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174616","1.1.8","877239","","r","","0"
"2014-05","Canada","2016A000011124","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174616","1.1.8","560466","","r","","0"
"2014-06","Canada","2016A000011124","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174616","1.1.8","494508","","r","","0"
"2014-07","Canada","2016A000011124","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174616","1.1.8","540168","","r","","0"
"2014-08","Canada","2016A000011124","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174616","1.1.8","430540","","r","","0"
"2014-09","Canada","2016A000011124","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174616","1.1.8","615165","","r","","0"
"2014-10","Canada","2016A000011124","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174616","1.1.8","880978","","r","","0"
"2014-11","Canada","2016A000011124","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174616","1.1.8","936586","","","","0"
"2014-12","Canada","2016A000011124","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174616","1.1.8","874323","","","","0"
"2015-01","Canada","2016A000011124","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174616","1.1.8","1056298","","r","","0"
"2015-02","Canada","2016A000011124","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174616","1.1.8","749825","","r","","0"
"2015-03","Canada","2016A000011124","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174616","1.1.8","926052","","r","","0"
"2015-04","Canada","2016A000011124","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174616","1.1.8","833916","","r","","0"
"2015-05","Canada","2016A000011124","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174616","1.1.8","613052","","r","","0"
"2015-06","Canada","2016A000011124","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174616","1.1.8","470573","","r","","0"
"2015-07","Canada","2016A000011124","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174616","1.1.8","436665","","r","","0"
"2015-08","Canada","2016A000011124","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174616","1.1.8","478760","","r","","0"
"2015-09","Canada","2016A000011124","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174616","1.1.8","618761","","r","","0"
"2015-10","Canada","2016A000011124","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174616","1.1.8","909475","","r","","0"
"2015-11","Canada","2016A000011124","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174616","1.1.8","886835","","r","","0"
"2015-12","Canada","2016A000011124","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174616","1.1.8","873648","","","","0"
"2016-01","Canada","2016A000011124","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174616","1.1.8","3277876","","","","0"
"2016-02","Canada","2016A000011124","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174616","1.1.8","3022574","","","","0"
"2016-03","Canada","2016A000011124","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174616","1.1.8","2570021","","","","0"
"2016-04","Canada","2016A000011124","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174616","1.1.8","2391860","","","","0"
"2016-05","Canada","2016A000011124","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174616","1.1.8","2318248","","","","0"
"2016-06","Canada","2016A000011124","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174616","1.1.8","2246093","","","","0"
"2016-07","Canada","2016A000011124","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174616","1.1.8","1822200","","","","0"
"2016-08","Canada","2016A000011124","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174616","1.1.8","1685109","","","","0"
"2016-09","Canada","2016A000011124","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174616","1.1.8","2077800","","","","0"
"2016-10","Canada","2016A000011124","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174616","1.1.8","2511619","","","","0"
"2016-11","Canada","2016A000011124","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174616","1.1.8","2977915","","","","0"
"2016-12","Canada","2016A000011124","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174616","1.1.8","3578159","","","","0"
"2017-01","Canada","2016A000011124","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174616","1.1.8","2921396","","","","0"
"2017-02","Canada","2016A000011124","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174616","1.1.8","2895506","","","","0"
"2017-03","Canada","2016A000011124","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174616","1.1.8","2970773","","","","0"
"2017-04","Canada","2016A000011124","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174616","1.1.8","2544795","","","","0"
"2017-05","Canada","2016A000011124","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174616","1.1.8","2408797","","","","0"
"2017-06","Canada","2016A000011124","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174616","1.1.8","2195208","","","","0"
"2017-07","Canada","2016A000011124","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174616","1.1.8","1645950","","","","0"
"2017-08","Canada","2016A000011124","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174616","1.1.8","1713708","","","","0"
"2017-09","Canada","2016A000011124","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174616","1.1.8","1840446","","","","0"
"2017-10","Canada","2016A000011124","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174616","1.1.8","3225030","","","","0"
"2017-11","Canada","2016A000011124","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174616","1.1.8","3251898","","","","0"
"2017-12","Canada","2016A000011124","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174616","1.1.8","3293814","","","","0"
"2018-01","Canada","2016A000011124","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174616","1.1.8","3717331","","","","0"
"2018-02","Canada","2016A000011124","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174616","1.1.8","3054973","","","","0"
"2018-03","Canada","2016A000011124","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174616","1.1.8","2700334","","","","0"
"2018-04","Canada","2016A000011124","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174616","1.1.8","2686909","","","","0"
"2018-05","Canada","2016A000011124","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174616","1.1.8","2380387","","","","0"
"2018-06","Canada","2016A000011124","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174616","1.1.8","2164422","","","","0"
"2018-07","Canada","2016A000011124","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174616","1.1.8","1892826","","","","0"
"2018-08","Canada","2016A000011124","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174616","1.1.8","1735911","","","","0"
"2018-09","Canada","2016A000011124","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174616","1.1.8","2076369","","","","0"
"2018-10","Canada","2016A000011124","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174616","1.1.8","2886078","","","","0"
"2018-11","Canada","2016A000011124","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174616","1.1.8","3289983","","","","0"
"2018-12","Canada","2016A000011124","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174616","1.1.8","3262828","","","","0"
"2019-01","Canada","2016A000011124","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174616","1.1.8","3735117","","","","0"
"2019-02","Canada","2016A000011124","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174616","1.1.8","3141948","","","","0"
"2019-03","Canada","2016A000011124","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174616","1.1.8","3502709","","","","0"
"2019-04","Canada","2016A000011124","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174616","1.1.8","3143370","","","","0"
"2019-05","Canada","2016A000011124","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174616","1.1.8","2043394","","","","0"
"2019-06","Canada","2016A000011124","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174616","1.1.8","1865440","","","","0"
"2019-07","Canada","2016A000011124","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174616","1.1.8","1803815","","","","0"
"2019-08","Canada","2016A000011124","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174616","1.1.8","1765840","","","","0"
"2019-09","Canada","2016A000011124","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174616","1.1.8","2248352","","","","0"
"2019-10","Canada","2016A000011124","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174616","1.1.8","2746535","","","","0"
"2019-11","Canada","2016A000011124","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174616","1.1.8","3209939","","","","0"
"2019-12","Canada","2016A000011124","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174616","1.1.8","3597413","","","","0"
"2020-01","Canada","2016A000011124","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174616","1.1.8","2867540","","","","0"
"2020-02","Canada","2016A000011124","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174616","1.1.8","3540065","","","","0"
"2020-03","Canada","2016A000011124","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174616","1.1.8","3382756","","","","0"
"2020-04","Canada","2016A000011124","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174616","1.1.8","3049466","","","","0"
"2020-05","Canada","2016A000011124","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174616","1.1.8","2800984","","","","0"
"2020-06","Canada","2016A000011124","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174616","1.1.8","2304891","","","","0"
"2020-07","Canada","2016A000011124","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174616","1.1.8","1878284","","","","0"
"2020-08","Canada","2016A000011124","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174616","1.1.8","2338958","","","","0"
"2020-09","Canada","2016A000011124","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174616","1.1.8","2901225","","","","0"
"2020-10","Canada","2016A000011124","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174616","1.1.8","3086338","","","","0"
"2020-11","Canada","2016A000011124","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174616","1.1.8","4089494","","","","0"
"2020-12","Canada","2016A000011124","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174616","1.1.8","4021877","","","","0"
"2021-01","Canada","2016A000011124","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174616","1.1.8","2993648","","","","0"
"2021-02","Canada","2016A000011124","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174616","1.1.8","3125903","","","","0"
"2021-03","Canada","2016A000011124","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174616","1.1.8","4401310","","","","0"
"2021-04","Canada","2016A000011124","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174616","1.1.8","2980870","","","","0"
"2021-05","Canada","2016A000011124","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174616","1.1.8","2592924","","","","0"
"2021-06","Canada","2016A000011124","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174616","1.1.8","2643825","","","","0"
"2021-07","Canada","2016A000011124","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174616","1.1.8","1949930","","","","0"
"2021-08","Canada","2016A000011124","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174616","1.1.8","1991364","","","","0"
"2021-09","Canada","2016A000011124","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174616","1.1.8","2866926","","","","0"
"2021-10","Canada","2016A000011124","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174616","1.1.8","2924887","","","","0"
"2021-11","Canada","2016A000011124","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174616","1.1.8","3921195","","","","0"
"2021-12","Canada","2016A000011124","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174616","1.1.8","3787692","","","","0"
"2022-01","Canada","2016A000011124","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174616","1.1.8","3957553","","","","0"
"2022-02","Canada","2016A000011124","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174616","1.1.8","3748666","","","","0"
"2022-03","Canada","2016A000011124","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174616","1.1.8","3788520","","","","0"
"2022-04","Canada","2016A000011124","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174616","1.1.8","3444712","","","","0"
"2022-05","Canada","2016A000011124","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174616","1.1.8","2968532","","","","0"
"2022-06","Canada","2016A000011124","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174616","1.1.8","2575906","","","","0"
"2022-07","Canada","2016A000011124","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174616","1.1.8","2444754","","","","0"
"2022-08","Canada","2016A000011124","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174616","1.1.8","2052649","","","","0"
"2022-09","Canada","2016A000011124","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174616","1.1.8","2469762","","","","0"
"2022-10","Canada","2016A000011124","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174616","1.1.8","3512346","","","","0"
"2022-11","Canada","2016A000011124","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174616","1.1.8","4237090","","","","0"
"2022-12","Canada","2016A000011124","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174616","1.1.8","3886214","","","","0"
"2023-01","Canada","2016A000011124","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174616","1.1.8","3371475","","","","0"
"2023-02","Canada","2016A000011124","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174616","1.1.8","4116503","","","","0"
"2023-03","Canada","2016A000011124","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174616","1.1.8","3594711","","","","0"
"2023-04","Canada","2016A000011124","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174616","1.1.8","3678738","","","","0"
"2023-05","Canada","2016A000011124","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174616","1.1.8","3064742","","","","0"
"2023-06","Canada","2016A000011124","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174616","1.1.8","2339897","","","","0"
"2023-07","Canada","2016A000011124","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174616","1.1.8","1952231","","","","0"
"2023-08","Canada","2016A000011124","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174616","1.1.8","2330881","","","","0"
"2023-09","Canada","2016A000011124","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174616","1.1.8","2349047","","","","0"
"2023-10","Canada","2016A000011124","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174616","1.1.8","3666247","","","","0"
"2023-11","Canada","2016A000011124","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174616","1.1.8","4665459","","","","0"
"2023-12","Canada","2016A000011124","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v44174616","1.1.8","4527043","","","","0"
"2010-01","Canada","2016A000011124","Total all classes of electricity producer","Solar","Megawatt hours","210","units","0","v54259608","1.1.9","0","","","","0"
"2010-02","Canada","2016A000011124","Total all classes of electricity producer","Solar","Megawatt hours","210","units","0","v54259608","1.1.9","0","","","","0"
"2010-03","Canada","2016A000011124","Total all classes of electricity producer","Solar","Megawatt hours","210","units","0","v54259608","1.1.9","0","","","","0"
"2010-04","Canada","2016A000011124","Total all classes of electricity producer","Solar","Megawatt hours","210","units","0","v54259608","1.1.9","0","","","","0"
"2010-05","Canada","2016A000011124","Total all classes of electricity producer","Solar","Megawatt hours","210","units","0","v54259608","1.1.9","0","","","","0"
"2010-06","Canada","2016A000011124","Total all classes of electricity producer","Solar","Megawatt hours","210","units","0","v54259608","1.1.9","0","","","","0"
"2010-07","Canada","2016A000011124","Total all classes of electricity producer","Solar","Megawatt hours","210","units","0","v54259608","1.1.9","0","","","","0"
"2010-08","Canada","2016A000011124","Total all classes of electricity producer","Solar","Megawatt hours","210","units","0","v54259608","1.1.9","0","","","","0"
"2010-09","Canada","2016A000011124","Total all classes of electricity producer","Solar","Megawatt hours","210","units","0","v54259608","1.1.9","0","","","","0"
"2010-10","Canada","2016A000011124","Total all classes of electricity producer","Solar","Megawatt hours","210","units","0","v54259608","1.1.9","0","","","","0"
"2010-11","Canada","2016A000011124","Total all classes of electricity producer","Solar","Megawatt hours","210","units","0","v54259608","1.1.9","0","","","","0"
"2010-12","Canada","2016A000011124","Total all classes of electricity producer","Solar","Megawatt hours","210","units","0","v54259608","1.1.9","0","","","","0"
"2011-01","Canada","2016A000011124","Total all classes of electricity producer","Solar","Megawatt hours","210","units","0","v54259608","1.1.9","0","","","","0"
"2011-02","Canada","2016A000011124","Total all classes of electricity producer","Solar","Megawatt hours","210","units","0","v54259608","1.1.9","0","","","","0"
"2011-03","Canada","2016A000011124","Total all classes of electricity producer","Solar","Megawatt hours","210","units","0","v54259608","1.1.9","0","","","","0"
"2011-04","Canada","2016A000011124","Total all classes of electricity producer","Solar","Megawatt hours","210","units","0","v54259608","1.1.9","","..","","","0"
"2011-05","Canada","2016A000011124","Total all classes of electricity producer","Solar","Megawatt hours","210","units","0","v54259608","1.1.9","","..","","","0"
"2011-06","Canada","2016A000011124","Total all classes of electricity producer","Solar","Megawatt hours","210","units","0","v54259608","1.1.9","","..","","","0"
"2011-07","Canada","2016A000011124","Total all classes of electricity producer","Solar","Megawatt hours","210","units","0","v54259608","1.1.9","","..","","","0"
"2011-08","Canada","2016A000011124","Total all classes of electricity producer","Solar","Megawatt hours","210","units","0","v54259608","1.1.9","","..","","","0"
"2011-09","Canada","2016A000011124","Total all classes of electricity producer","Solar","Megawatt hours","210","units","0","v54259608","1.1.9","13396","","","","0"
"2011-10","Canada","2016A000011124","Total all classes of electricity producer","Solar","Megawatt hours","210","units","0","v54259608","1.1.9","18760","","","","0"
"2011-11","Canada","2016A000011124","Total all classes of electricity producer","Solar","Megawatt hours","210","units","0","v54259608","1.1.9","13286","","","","0"
"2011-12","Canada","2016A000011124","Total all classes of electricity producer","Solar","Megawatt hours","210","units","0","v54259608","1.1.9","9472","","","","0"
"2012-01","Canada","2016A000011124","Total all classes of electricity producer","Solar","Megawatt hours","210","units","0","v54259608","1.1.9","9516","","","","0"
"2012-02","Canada","2016A000011124","Total all classes of electricity producer","Solar","Megawatt hours","210","units","0","v54259608","1.1.9","12149","","","","0"
"2012-03","Canada","2016A000011124","Total all classes of electricity producer","Solar","Megawatt hours","210","units","0","v54259608","1.1.9","20232","","","","0"
"2012-04","Canada","2016A000011124","Total all classes of electricity producer","Solar","Megawatt hours","210","units","0","v54259608","1.1.9","27065","","","","0"
"2012-05","Canada","2016A000011124","Total all classes of electricity producer","Solar","Megawatt hours","210","units","0","v54259608","1.1.9","29993","","","","0"
"2012-06","Canada","2016A000011124","Total all classes of electricity producer","Solar","Megawatt hours","210","units","0","v54259608","1.1.9","33253","","","","0"
"2012-07","Canada","2016A000011124","Total all classes of electricity producer","Solar","Megawatt hours","210","units","0","v54259608","1.1.9","33484","","","","0"
